name,percussion,name group,instrument,pitch,sustained,lowlevel.spectral_centroid.mean,lowlevel.spectral_centroid.max,lowlevel.spectral_centroid.min,lowlevel.spectral_centroid.stdev,lowlevel.spectral_flux.max,lowlevel.spectral_flux.mean,lowlevel.spectral_flux.min,lowlevel.spectral_flux.stdev,lowlevel.spectral_rms.max,lowlevel.spectral_rms.mean,lowlevel.spectral_rms.min,lowlevel.spectral_rms.stdev,lowlevel.spectral_spread.max,lowlevel.spectral_spread.mean,lowlevel.spectral_spread.min,lowlevel.spectral_spread.stdev,lowlevel.zerocrossingrate.max,lowlevel.zerocrossingrate.mean,lowlevel.zerocrossingrate.min,lowlevel.zerocrossingrate.stdev,lowlevel.barkbands_flatness_db.max,lowlevel.barkbands_flatness_db.mean,lowlevel.barkbands_flatness_db.min,lowlevel.barkbands_flatness_db.stdev,lowlevel.erbbands_flatness_db.max,lowlevel.erbbands_flatness_db.mean,lowlevel.erbbands_flatness_db.min,lowlevel.erbbands_flatness_db.stdev,lowlevel.melbands_flatness_db.max,lowlevel.melbands_flatness_db.mean,lowlevel.melbands_flatness_db.stdev,lowlevel.melbands_flatness_db.min,centroid,effectiveduration,logattacktime.logpoint1,logattacktime.logpoint2,logattacktime.logpoint3,logattacktime.decimalpoint1,logattacktime.decimalpoint2,logattacktime.decimalpoint3
others_158628__Hammond-tonewheel-organ,nonpercussive,others,others,high,sustained,462.341979980469,1622.53759765625,193.326812744141,266.900390625,0.260239899158478,0.082063466310501,0.013237741775811,0.050136003643274,0.015955731272698,0.006343344692141,0.00104563718196,0.002616815967485,22443008,3651956.75,1826641.625,1905675.75,0.053846154361963,0.019032254815102,0.003846153849736,0.008589085191488,0.519794225692749,0.421770423650742,0.18078576028347,0.056958720088005,0.396773904561996,0.316651791334152,0.130462408065796,0.04150477424264,0.63384610414505,0.512706637382507,0.062782764434815,0.27264791727066,0.581781506538391,1.29437637329102,0.117999859154224,0.011405895464122,1.32360541820526,1.31219947346053,1.02661095770341,21.0671320867384
others_168578_wah-clavinet-funky,nonpercussive,others,others,high,sustained,1439.01794433594,7691.88134765625,389.179962158203,2157.83862304687,0.178155362606049,0.047693941742182,7.40762625355273E-05,0.033105961978436,0.009081321768463,0.006270184181631,1.54312274958102E-07,0.003268665401265,24618358,3944465,483371.3125,7720897.5,0.728461563587189,0.112891249358654,0.019230769947171,0.198189795017242,0.484593331813812,0.414561986923218,0.236388951539993,0.057950880378485,0.502955138683319,0.415237247943878,0.114210247993469,0.109161496162415,0.563101768493652,0.426262080669403,0.154429897665977,0.020824756473303,0.561085939407349,0.28999999165535,-0.912205755710602,0.004761904943734,0.127165526151657,0.122403615022487,1.01102502387334,1.34018738650252
others_196006__corsica-s__fender,nonpercussive,others,others,low,sustained,295.962615966797,366.986663818359,267.717529296875,15.0496702194214,0.149924367666245,0.052364606410265,0.015210831537843,0.024180708453059,0.010106632485986,0.005908227525651,0.000310479168547,0.002578259445727,27697844,689237.375,107145.8671875,3473976.75,0.01615384593606,0.012983367778361,0.004615384619683,0.001884022378363,0.603274405002594,0.541305601596832,0.319776207208633,0.046702440828085,0.538533508777618,0.496280193328857,0.302262336015701,0.038204547017813,0.751624166965485,0.69952917098999,0.051714520901442,0.447221606969833,0.503944635391235,0.82494330406189,-0.86549186706543,0.009591836482286,0.145895689725876,0.136303853128322,1.02233172135472,1.39925120546217
others_208055__ueffects__deep-noise,nonpercussive,others,others,high,sustained,1488.21179199219,1941.99853515625,976.653259277344,189.76594543457,0.321733027696609,0.120894245803356,0.081258594989777,0.037599287927151,0.02006315253675,0.01636959053576,0.005642103031278,0.001877527218312,10503758,4867257.5,4317369.5,643772.6875,0.043076921254397,0.013474797829986,0.002307692309842,0.007103800773621,0.180811956524849,0.146643832325935,0.032969739288092,0.017967035993934,0.112045116722584,0.089533321559429,0.073990449309349,0.006851756945252,0.267643839120865,0.238226041197777,0.019698081538081,0.102594934403896,0.512475311756134,0.980181396007538,-1.25740492343903,0.013219954445958,0.068503402173519,0.055283442224423,1.03090810591313,1.17085577452729
others_25483__raggaman__rhodes-loop-01-116,nonpercussive,others,others,low,sustained,336.480041503906,349.045532226563,310.062316894531,8.62889862060547,0.172447249293327,0.028621301054955,0.002810173900798,0.045069791376591,0.009476713836193,0.008519156835973,0.003575559705496,0.001353308092803,8172717.5,1465566,571951,1727157.5,0.01615384593606,0.012076921761036,0.006923076696694,0.001901416690089,0.406148254871368,0.34142854809761,0.231676831841469,0.054860431700945,0.378551125526428,0.333075970411301,0.220411062240601,0.053091965615749,0.480502516031265,0.435854822397232,0.041206263005734,0.341154456138611,0.57585072517395,0.200476184487343,-0.942266643047333,0.009160997346044,0.123378686606884,0.114217685907863,1.02131802643503,1.32855239488974
per_102802__mhc__acoustic-tom6,percussive,percussive,per,low,sustained,180.661804199219,2049.12841796875,118.706726074219,191.808715820313,0.636399030685425,0.038813810795546,0.002240838017315,0.084354311227799,0.03069200553,0.004432826768607,1.01357391031343E-05,0.005502053070813,8600329,1707567.625,923024.8125,988391.875,0.256923079490662,0.011651587672532,0.004615384619683,0.035480294376612,0.536577880382538,0.435325443744659,0.058991245925427,0.093920662999153,0.376043915748596,0.299375265836716,0.053571105003357,0.063378587365151,0.69210022687912,0.56980812549591,0.116992056369782,0.147332742810249,0.450580447912216,1.15732431411743,-1.68206930160522,0.007868480868638,0.028662132099271,0.020793648504673,1.01828297066054,1.06822351046659
per_117005__cbeeching__soft-cymbal,percussive,percussive,per,high,not sustained,1874.20373535156,4804.7158203125,328.980102539062,1367.65979003906,0.915804982185364,0.056469351053238,0.006991514004767,0.060807820409536,0.041203744709492,0.003681121394038,0.000590293493588,0.003510625567287,28426854,6797516,4560566,1739333.875,0.497692316770554,0.078630283474922,0,0.091104820370674,0.399152606725693,0.195120826363564,0.049563691020012,0.08327566832304,0.201992854475975,0.115746937692165,0.039499882608652,0.028811858966947,0.487926065921783,0.264007449150085,0.11584834009409,0.031516466289759,0.293625265359879,1.62886619567871,-1.8706521987915,0.012244897894561,0.025714285671711,0.013469386070869,1.02859615818471,1.06099731698142
per_132585__rob10__kick-drum-e,percussive,percussive,per,low,sustained,49.0766525268555,189.088836669922,33.6074028015137,30.5268630981445,0.397004753351212,0.057493597269058,0.002035334473476,0.100745268166065,0.022117583081126,0.007843418978155,6.0156195104355E-05,0.007431992329657,17175592,1706096.25,30798.0625,3168994.25,0.010769230313599,0.002474012551829,0.000769230769947,0.00195204874035,1,0.94695645570755,0.426678150892258,0.136835739016533,0.588075220584869,0.531023025512695,0.247711807489395,0.071042701601982,1,0.97118490934372,0.091957755386829,0.569393575191498,0.498535186052322,0.406689345836639,-1.56889164447784,0.002539682434872,0.029523810371757,0.026984125964984,1.00586496688076,1.07034506340658
per_139501__robertmcdonald__big-hit-1,percussive,percussive,per,high,sustained,1398.38659667969,3990.59643554688,173.002075195313,1237.76708984375,0.288409262895584,0.044034145772457,0.00264086574316,0.05250109732151,0.016234118491411,0.002779034199193,0.000228364573559,0.003241038881242,19866430,5203390,1369265.25,2922591.75,0.293846160173416,0.080406725406647,0.003076923079789,0.081214413046837,0.377724558115005,0.185060515999794,0.029633523896337,0.10047535598278,0.259901434183121,0.130606546998024,0.058359649032354,0.066487111151219,0.549278795719147,0.293704599142075,0.135815352201462,0.054258100688458,0.466262817382813,0.979523837566376,-1.54200494289398,0.013582766056061,0.04229024797678,0.028707479086109,1.03176969112815,1.10227573708232
per_173838__rocknessmonster89__tom-high,percussive,percussive,per,low,sustained,135.234100341797,3195.9228515625,97.2561187744141,277.678588867187,0.327318847179413,0.012445108965039,0.0001207554742,0.044117715209723,0.026430474594236,0.003298599040136,2.03702838916797E-05,0.004804869648069,33527692,2400779.75,412434.21875,3525115.5,0.050769232213497,0.005588235333562,0.003076923079789,0.005484070628881,0.824400782585144,0.715584337711334,0.090885758399963,0.127984255552292,0.574104309082031,0.491177946329117,0.074832074344158,0.092535436153412,1,0.879122674465179,0.153433337807655,0.081144258379936,0.431756466627121,1.53927433490753,-1.61831402778626,0.012675737030804,0.036757368594408,0.02408163514477,1.02961707691225,1.08832190036779
